42,8.8.8.8,1,n0,n0,202554.477,2016-04-18 15:25:54.598526
42,8.8.8.8,2,n0,n0,202555.475,2016-04-18 15:25:59.646951
42,8.8.8.8,3,n0,n0,202556.477,2016-04-18 15:26:04.694877
42,8.8.8.8,1,n0,n0,202557.475,2016-04-18 15:26:25.017997
42,8.8.8.8,2,n0,n0,202558.478,2016-04-18 15:26:30.062974
42,8.8.8.8,1,n0,n0,202956.475,2016-04-18 15:29:56.603371
42,8.8.8.8,2,n0,n0,202957.473,2016-04-18 15:30:01.652045
42,8.8.8.8,3,n0,n0,202958.473,2016-04-18 15:30:06.699809
42,8.8.8.8,1,n0,n0,204440.458,2016-04-18 15:44:40.606078
42,8.8.8.8,2,n0,n0,204441.458,2016-04-18 15:44:45.670800
42,8.8.8.8,3,n0,n0,204442.458,2016-04-18 15:44:50.713509
42,8.8.8.8,1,n0,n0,204443.458,2016-04-18 15:45:16.093846
42,8.8.8.8,2,n0,n0,204444.458,2016-04-18 15:45:21.145038
42,8.8.8.8,3,n0,n0,204445.467,2016-04-18 15:45:26.193534
42,8.8.8.8,1,n0,n0,204707.471,2016-04-18 15:47:07.608543
42,8.8.8.8,1,n0,n0,204708.471,2016-04-18 15:47:17.730448
42,8.8.8.8,2,n0,n0,204709.471,2016-04-18 15:47:22.773772
42,8.8.8.8,1,n0,n0,140738.393,2016-04-19 09:07:38.542481
42,8.8.8.8,1,n0,n0,141755.942,2016-04-19 09:17:56.080021
42,8.8.8.8,2,n0,n0,141756.942,2016-04-19 09:18:01.134118
42,8.8.8.8,3,n0,n0,141757.942,2016-04-19 09:18:06.205864
42,8.8.8.8,4,n0,n0,141758.842,2016-04-19 09:18:11.260093
42,8.8.8.8,1,n0,n0,141759.940,2016-04-19 09:19:58.491435
42,8.8.8.8,2,n0,n0,141800.940,2016-04-19 09:20:03.552254
42,8.8.8.8,3,n0,n0,141801.940,2016-04-19 09:20:08.601524
42,8.8.8.8,1,44.83750333333334,-91.52425666666666,161200.000,2016-04-19 11:12:00.596562
42,8.8.8.8,2,44.837500000000006,-91.52425666666666,161201.000,2016-04-19 11:12:15.663410
42,8.8.8.8,1,44.837515,-91.52423166666667,161351.000,2016-04-19 11:13:51.602894
42,8.8.8.8,2,44.83752166666667,-91.52423,161352.000,2016-04-19 11:14:06.675838
42,8.8.8.8,3,44.83752833333334,-91.52422666666666,161353.000,2016-04-19 11:14:21.777910
42,8.8.8.8,4,44.837525,-91.52422833333333,161354.000,2016-04-19 11:14:36.864349
42,8.8.8.8,5,44.83752166666667,-91.52422833333333,161355.000,2016-04-19 11:14:51.950233
42,8.8.8.8,6,44.83752166666667,-91.52422833333333,161356.000,2016-04-19 11:15:07.036806
42,8.8.8.8,7,44.837525,-91.524225,161357.000,2016-04-19 11:15:22.116168
42,8.8.8.8,8,44.83752333333334,-91.52422333333334,161358.000,2016-04-19 11:15:37.229641
42,8.8.8.8,1,44.83752333333334,-91.52422166666666,161359.000,2016-04-19 11:16:50.151108
42,8.8.8.8,1,44.837525,-91.52421833333334,161400.000,2016-04-19 11:17:10.498388
42,8.8.8.8,1,44.837525,-91.52421333333334,161401.000,2016-04-19 11:17:41.054364
42,8.8.8.8,2,44.837525,-91.52420833333333,161402.000,2016-04-19 11:17:56.133684
42,8.8.8.8,1,44.837525,-91.52420666666667,161403.000,2016-04-19 11:18:09.565092
42,8.8.8.8,2,44.837525,-91.524205,161404.000,2016-04-19 11:18:14.658989
42,8.8.8.8,3,44.837525,-91.52420333333333,161405.000,2016-04-19 11:18:29.743537
42,8.8.8.8,4,44.83752333333334,-91.52420333333333,161406.000,2016-04-19 11:18:44.826073
42,8.8.8.8,5,44.837520000000005,-91.52420333333333,161407.000,2016-04-19 11:18:59.917623
42,8.8.8.8,6,44.837516666666666,-91.52420166666667,161408.000,2016-04-19 11:19:15.016474
42,8.8.8.8,1,44.837516666666666,-91.52420166666667,161409.000,2016-04-19 11:20:27.372839
42,8.8.8.8,2,44.837515,-91.52420166666667,161410.000,2016-04-19 11:20:32.458030
42,8.8.8.8,3,44.837515,-91.52420166666667,161411.000,2016-04-19 11:20:37.551055
42,8.8.8.8,4,44.837513333333334,-91.52419833333333,161412.000,2016-04-19 11:20:42.639291
42,8.8.8.8,5,44.837513333333334,-91.52419666666667,161413.000,2016-04-19 11:20:47.762382
42,8.8.8.8,6,44.83751,-91.524195,161414.000,2016-04-19 11:20:52.863897
42,8.8.8.8,7,44.837505,-91.52419666666667,161415.000,2016-04-19 11:20:57.969123
42,8.8.8.8,8,44.83750166666667,-91.52419833333333,161416.000,2016-04-19 11:21:03.069345
42,8.8.8.8,9,44.837500000000006,-91.5242,161417.000,2016-04-19 11:21:08.170910
42,8.8.8.8,10,44.83750166666667,-91.5242,161418.000,2016-04-19 11:21:13.296300
42,8.8.8.8,11,44.83750333333334,-91.52419833333333,161419.000,2016-04-19 11:21:18.402346
42,8.8.8.8,1,44.83750666666667,-91.52419666666667,161420.000,2016-04-19 11:21:38.685315
42,8.8.8.8,1,44.83751,-91.524195,161421.000,2016-04-19 11:25:53.223846
42,8.8.8.8,1,44.83751166666667,-91.52419333333333,161422.000,2016-04-19 11:26:18.552892
42,8.8.8.8,2,44.83751166666667,-91.52419333333333,161423.000,2016-04-19 11:26:23.664802
42,8.8.8.8,3,44.83751,-91.52419333333333,161424.000,2016-04-19 11:26:28.748306
42,8.8.8.8,4,44.837505,-91.52419666666667,161425.000,2016-04-19 11:26:33.838610
42,8.8.8.8,5,44.83750166666667,-91.5242,161426.000,2016-04-19 11:26:38.923785
42,8.8.8.8,6,44.83750333333334,-91.52419833333333,161427.000,2016-04-19 11:26:44.016175
